row_no	source	ama_id	ama_path	ama_l1	ama_l2	ama_l3	ama_l4	wow_id	wow_path	wow_l1	wow_l2	score	judgment	correct_wow_path	notes
173	review	9865420011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Fruits/Mixed Fruits	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Fruits	360506	グルメ・食品/フルーツ・果物/その他フルーツ・果物	グルメ・食品	フルーツ・果物	0.533			
174	review	9865460011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.544			
175	review	10208055011	Sports & Outdoors/Outdoor Recreation/Camping & Hiking/Backpacks, Bags & Accessories/Daypacks & Casual Bags	Sports & Outdoors	Outdoor Recreation	Camping & Hiking	Backpacks, Bags & Accessories	40341101	スポーツ・アウトドア/フィッシング/収納ケース・バッグ/その他収納ケース・バッグ	スポーツ・アウトドア	フィッシング	0.427			
176	review	10342348011	Health & Household/Household Supplies/Lighters & Matches/Butane Fuel	Health & Household	Household Supplies	Lighters & Matches	Butane Fuel	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.429			
177	review	10342349011	Health & Household/Household Supplies/Lighters & Matches/Flints & Wicks	Health & Household	Household Supplies	Lighters & Matches	Flints & Wicks	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.425			
178	review	10342351011	Health & Household/Household Supplies/Lighters & Matches/Lighter Fluid	Health & Household	Household Supplies	Lighters & Matches	Lighter Fluid	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.421			
179	review	10342352011	Health & Household/Household Supplies/Lighters & Matches/Lighter Inserts	Health & Household	Household Supplies	Lighters & Matches	Lighter Inserts	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.414			
180	review	10342353011	Health & Household/Household Supplies/Lighters & Matches/Lighter Pouches	Health & Household	Household Supplies	Lighters & Matches	Lighter Pouches	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.414			
181	review	10779591011	Grocery & Gourmet Food/Dairy, Eggs & Plant-Based Alternatives/Packaged Cheese/Deli-Sliced Cheeses/American	Grocery & Gourmet Food	Dairy, Eggs & Plant-Based Alternatives	Packaged Cheese	Deli-Sliced Cheeses	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.448			
182	review	11194033011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Beans & Peas/Refried Beans	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Beans & Peas	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.484			
183	review	11194502011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Meat, Poultry & Seafood/Chicken	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Meat, Poultry & Seafood	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.459			
184	review	11194503011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Meat, Poultry & Seafood/Lamb	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Meat, Poultry & Seafood	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.481			
185	review	11194988011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Packaged Meals & Side Dishes/Meat Dishes	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Packaged Meals & Side Dishes	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.443			
186	review	11194990011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Packaged Meals & Side Dishes/Savory Pies & Quiches	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Packaged Meals & Side Dishes	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.423			
187	review	11461458011	Health & Household/Sexual Wellness/Safer Sex/Condoms/Female	Health & Household	Sexual Wellness	Safer Sex	Condoms	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.411			
188	review	11461459011	Health & Household/Sexual Wellness/Safer Sex/Condoms/Male	Health & Household	Sexual Wellness	Safer Sex	Condoms	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.419			
189	review	11596759011	Grocery & Gourmet Food/Produce/Fresh Fruits/Citrus Fruits/Kumquats	Grocery & Gourmet Food	Produce	Fresh Fruits	Citrus Fruits	360506	グルメ・食品/フルーツ・果物/その他フルーツ・果物	グルメ・食品	フルーツ・果物	0.595			
190	review	11596764011	Grocery & Gourmet Food/Produce/Fresh Fruits/Dragon Fruit	Grocery & Gourmet Food	Produce	Fresh Fruits	Dragon Fruit	360506	グルメ・食品/フルーツ・果物/その他フルーツ・果物	グルメ・食品	フルーツ・果物	0.642			
191	review	11596810011	Grocery & Gourmet Food/Produce/Fresh Vegetables/Onions & Shallots/Leeks	Grocery & Gourmet Food	Produce	Fresh Vegetables	Onions & Shallots	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.620			
192	review	11596811011	Grocery & Gourmet Food/Produce/Fresh Vegetables/Onions & Shallots/Spring Onions	Grocery & Gourmet Food	Produce	Fresh Vegetables	Onions & Shallots	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.584			
193	review	11596844011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Leafy Greens/Arugula	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160414	グルメ・食品/野菜・きのこ/その他野菜/ルッコラ	グルメ・食品	野菜・きのこ	0.536			
194	review	11596853011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Cipollini	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.503			
195	review	11596854011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Leeks	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.516			
196	review	11596855011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Pearl Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.494			
197	review	11596856011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Red Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.500			
198	review	11596858011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Shallots	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.532			
199	review	11596859011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Spring Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.491			
200	review	11596860011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Sweet Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.494			
201	review	11596861011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Sweet Onions/Vidalia	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.465			
202	review	11596862011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Sweet Onions/Walla Walla	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.455			
203	review	11596863011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/White Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.494			
204	review	11596864011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Onions & Shallots/Yellow Onions	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.491			
205	review	11596874011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Bell Peppers/Green Bell Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.451			
206	review	11596875011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Bell Peppers/Mixed Color Bell Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.447			
207	review	11596876011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Bell Peppers/Orange Bell Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.448			
208	review	11596877011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Bell Peppers/Red Bell Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.456			
209	review	11596878011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Bell Peppers/Yellow Bell Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.448			
210	review	11596879011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.497			
211	review	11596881011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers/Banana Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.447			
212	review	11596882011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers/Cayenne	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.479			
213	review	11596883011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers/Cherry Peppers	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.459			
214	review	11596886011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers/Jalapenos	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.467			
215	review	11596887011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Peppers/Chili Peppers/Poblano	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.466			
216	review	11596901011	Grocery & Gourmet Food/Produce/Packaged Produce/Cut & Packaged Vegetables/Root Vegetables/Celeriac	Grocery & Gourmet Food	Produce	Packaged Produce	Cut & Packaged Vegetables	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.500			
217	review	15156965011	Grocery & Gourmet Food/Produce/Dried Fruits & Vegetables/Dried Vegetables/Dried Mushrooms/Chanterelle	Grocery & Gourmet Food	Produce	Dried Fruits & Vegetables	Dried Vegetables	36160410	グルメ・食品/野菜・きのこ/その他野菜/パセリ	グルメ・食品	野菜・きのこ	0.487			
218	review	15179908011	Grocery & Gourmet Food/Produce/Dried Fruits & Vegetables/Dried Vegetables/Dried Mushrooms/Lobster	Grocery & Gourmet Food	Produce	Dried Fruits & Vegetables	Dried Vegetables	36160402	グルメ・食品/野菜・きのこ/その他野菜/その他	グルメ・食品	野菜・きのこ	0.506			
219	review	15179910011	Grocery & Gourmet Food/Produce/Dried Fruits & Vegetables/Dried Vegetables/Dried Mushrooms/Oyster	Grocery & Gourmet Food	Produce	Dried Fruits & Vegetables	Dried Vegetables	36160402	グルメ・食品/野菜・きのこ/その他野菜/その他	グルメ・食品	野菜・きのこ	0.510			
220	review	15500531011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Meat, Poultry & Seafood/Turkey	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Meat, Poultry & Seafood	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.462			
221	review	15500533011	Grocery & Gourmet Food/Pantry Staples/Canned, Jarred & Packaged Foods/Beans & Peas/Lentils	Grocery & Gourmet Food	Pantry Staples	Canned, Jarred & Packaged Foods	Beans & Peas	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.490			
222	review	15524340011	Health & Household/Household Supplies/Household Cleaning/Wood Polish & Care	Health & Household	Household Supplies	Household Cleaning	Wood Polish & Care	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.403			
223	review	15524361011	Health & Household/Household Supplies/Cleaning Tools/Cleaning Cloths	Health & Household	Household Supplies	Cleaning Tools	Cleaning Cloths	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.425			
224	review	16171817011	Grocery & Gourmet Food/Dairy, Eggs & Plant-Based Alternatives/Dairy & Plant-Based Yogurt/Starter Cultures	Grocery & Gourmet Food	Dairy, Eggs & Plant-Based Alternatives	Dairy & Plant-Based Yogurt	Starter Cultures	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.450			
225	review	16284867011	Health & Household/Household Supplies/Paper & Plastic/Trash, Compost & Lawn Bags	Health & Household	Household Supplies	Paper & Plastic	Trash, Compost & Lawn Bags	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.400			
226	review	17307453011	Health & Household/Sexual Wellness/Leather & Latex Wear/Clean & Care	Health & Household	Sexual Wellness	Leather & Latex Wear	Clean & Care	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.400			
227	review	17307454011	Health & Household/Sexual Wellness/Leather & Latex Wear/Men's	Health & Household	Sexual Wellness	Leather & Latex Wear	Men's	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.415			
228	review	17369029011	Grocery & Gourmet Food/Snacks & Sweets/Candy & Chocolate/Wagashi/Yatsuhashi	Grocery & Gourmet Food	Snacks & Sweets	Candy & Chocolate	Wagashi	36160405	グルメ・食品/野菜・きのこ/その他野菜/エシャロット	グルメ・食品	野菜・きのこ	0.508			
229	review	17382009011	Health & Household/Vitamins, Minerals & Supplements/Essential Fatty Acids/Black Seed Oil	Health & Household	Vitamins, Minerals & Supplements	Essential Fatty Acids	Black Seed Oil	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.427			
230	review	17419390011	Health & Household/Household Supplies/Cleaning Tools/Scouring Pads & Sticks	Health & Household	Household Supplies	Cleaning Tools	Scouring Pads & Sticks	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.407			
231	review	21233678011	Health & Household/Medical Supplies & Equipment/Cloth Face Masks & Accessories/Cloth Face Masks	Health & Household	Medical Supplies & Equipment	Cloth Face Masks & Accessories	Cloth Face Masks	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.400			
232	review	21233680011	Health & Household/Medical Supplies & Equipment/Cloth Face Masks & Accessories/Strap Extenders	Health & Household	Medical Supplies & Equipment	Cloth Face Masks & Accessories	Strap Extenders	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.403			
233	review	21401513011	Grocery & Gourmet Food/Baby Foods/Beverages/Electrolyte Drinks	Grocery & Gourmet Food	Baby Foods	Beverages	Electrolyte Drinks	36160409	グルメ・食品/野菜・きのこ/その他野菜/セロリ	グルメ・食品	野菜・きのこ	0.566			
234	review	21579650011	Health & Household/Household Supplies/Air Fresheners/Charcoal Bags	Health & Household	Household Supplies	Air Fresheners	Charcoal Bags	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.432			
235	review	23466510011	Sports & Outdoors/Sports/Triathlon/Skinsuits & Wetsuits/Women/Skinsuits	Sports & Outdoors	Sports	Triathlon	Skinsuits & Wetsuits	40200901	スポーツ・アウトドア/サッカー・フットサル/サッカー用品/その他サッカー用品	スポーツ・アウトドア	サッカー・フットサル	0.441			
236	review	23634188011	Grocery & Gourmet Food/Snacks & Sweets/Candy & Chocolate/Wagashi/Brown Sugar Candy	Grocery & Gourmet Food	Snacks & Sweets	Candy & Chocolate	Wagashi	36160414	グルメ・食品/野菜・きのこ/その他野菜/ルッコラ	グルメ・食品	野菜・きのこ	0.485			
237	review	23656501011	Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Syrups, Sugars & Sweeteners/Sugars/Brown Sugar/Panela	Grocery & Gourmet Food	Pantry Staples	Cooking & Baking	Baking Syrups, Sugars & Sweeteners	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.428			
238	review	23675627011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Fruit Extracts	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Fruit Extracts	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.438			
239	review	23777906011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Holy Basil	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Holy Basil	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.452			
240	review	23777908011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Gymnema Sylvestre	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Gymnema Sylvestre	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.427			
241	review	23777912011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Andrographis Paniculata	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Andrographis Paniculata	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.409			
242	review	23777915011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Shankh Bhasma	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Shankh Bhasma	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.441			
243	review	23777920011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Gotu Kola	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Gotu Kola	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.455			
244	review	23777922011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Mucuna Pruriens	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Mucuna Pruriens	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.434			
245	review	23777923011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Papaya Leaf	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Papaya Leaf	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.448			
246	review	23777924011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Boswellia Serrata	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Boswellia Serrata	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.427			
247	review	23777929011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Cissus Quadrangularis	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Cissus Quadrangularis	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.415			
248	review	23777930011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Shuddha Guggulu	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Shuddha Guggulu	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.434			
249	review	23777932011	Health & Household/Vitamins, Minerals & Supplements/Herbal Supplements/Bacopa Monnieri	Health & Household	Vitamins, Minerals & Supplements	Herbal Supplements	Bacopa Monnieri	42020201	ダイエット・健康/サプリメント/スポーツ/その他スポーツ	ダイエット・健康	サプリメント	0.434			
250	review	23853646011	Grocery & Gourmet Food/Beverages/Tea/Fruit & Herbal Tea/Fruit Tea	Grocery & Gourmet Food	Beverages	Tea	Fruit & Herbal Tea	360506	グルメ・食品/フルーツ・果物/その他フルーツ・果物	グルメ・食品	フルーツ・果物	0.579			
251	review	78964086011	Grocery & Gourmet Food/Beverages/Infusion Mixers for Alcohol & Spirits	Grocery & Gourmet Food	Beverages	Infusion Mixers for Alcohol & Spirits		360506	グルメ・食品/フルーツ・果物/その他フルーツ・果物	グルメ・食品	フルーツ・果物	0.522			
252	review	86348682011	Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Dessert Bars	Grocery & Gourmet Food	Pantry Staples	Cooking & Baking	Baking Mixes	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.540			
253	review	120783453011	Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Flower & Vegetable Oils/Palm	Grocery & Gourmet Food	Pantry Staples	Cooking & Baking	Cooking Oils, Vinegars & Sprays	360401	グルメ・食品/パン・ジャム・シリアル/その他パン・ジャム・シリアル	グルメ・食品	パン・ジャム・シリアル	0.439			
254	review_l2	196601011	Toys & Games/Baby & Toddler Toys	Toys & Games	Baby & Toddler Toys			290401	おもちゃ・趣味/その他趣味/その他	おもちゃ・趣味	その他趣味	0.444			
255	review_l2	2255571011	Grocery & Gourmet Food/Food & Beverage Gifts	Grocery & Gourmet Food	Food & Beverage Gifts			3601	グルメ・食品/その他グルメ・食品	グルメ・食品	その他グルメ・食品	0.649			
